Number of total reads: 		250000
Number of unique reads: 	6503
Number of unique transcripts: 	6503
Number of unique organisms: 	305

Percent of total	Count	Species name
0.0044	11	biotin carboxylase	0389549bc769ad20a5100c7993128f95
0.0044	11	pectinesterase	02c2898e5a30b7e97f733884a071f09c
0.0044	11	elongation factor 1-alpha 1	085556fa4557cf4b606c9a11392e1333
0.0044	11	glycoside hydrolase family 51	082ed7ca045f0d43bc076d0317184396
0.0044	11	family 2 glycosyl transferase	0a810ca8ef65a314da750f98bd52e6a1
0.0044	11	Automatic annotation	1426db60e4215005080b4e7365865ef6
0.0044	11	60S ribosomal protein L1	0c7741798e445e5fcd786c438c35fcfc
0.0044	11	Phosphotransferase system HPr-related protein	0d7af39a611b09da3fc5c9d9bc238fb4
0.0044	11	carbohydrate kinas	015a4306183863fc686dfa04a15bb3b5
0.0044	11	cellulase (glycosyl hydrolase family 5)	0c0535f3b029576cc7669fd6349b976a
0.0044	11	DNA-cytosine methyltransferase	02a31967ff65631a9ecc11be2eb2cbc0
0.0044	11	ATP synthase subunit A	030e6c57ca0d742479a9979fe2d345b1
0.0044	11	putative transcriptional regulator UpxY-like protein	0a3394e570b92524ec1b91fd5d61d7c4
0.0044	11	L-ribulokinase	065f021674ff419847fa0cc868191640
0.0044	11	toxin-antitoxin system toxin component	0ee470cbe660f76ef07c314587b384ad
0.0044	11	cytidylate kinase Cmk	154cd3753d21976f5e97bf900d83bfff
0.0044	11	arylsulfotransferase	00cb977436f8679cbd71db50c13e9d89
0.0044	11	Carbone-monoxide dehydrogenas	11d2f443499d49bec0dc91212b40a8a5
0.0044	11	acyl-[acyl-carrier-protein]-UDP-N- acetylglucosamine O-acyltransferase	0d58da70cf2dd2b360391deda9688eca
0.0044	11	thiamine-phosphate diphosphorylase	02a136b043b49245aebce694cf54918a
0.0044	11	Alpha-N-arabinofuranosidase	0fe1fbfd04786f88e029306a80609129
0.0044	11	SEC-C motif domain protein	0281876459d110dc7a54b86f9609c12c
0.0044	11	isocitrate dehydrogenase	008a435fcd04dd23984627f7b0a7062e
0.0044	11	hypothetical 3-oxoacyl-[acyl-carrier protein] reductase	11786d7cff88346e4c7c761569294412
0.0044	11	putative copper transport-related membrane protein	0efb6eff37adb0fa186943419d4fb5ca
0.0044	11	glutamine synthetase catalytic region	06ae59c93ddd798d8858fb9648b1fc65
0.0044	11	acetyl-CoA carboxylase carboxyltransferase subunit alpha	005845af6ff8b1452e4fae4050dcafa5
0.0044	11	N-6 DNA methylase	0015e3df98ef218c705c63618d8c994b
0.0044	11	gamma-aminobutyric acid receptor subunit epsilon	0076a4b8490996d9297d3cdb9ef88853
0.0044	11	putative NUDIX/MutT-family protein	1a53f6cfa5a477ea990724d59555e39f
0.0044	11	transglycosylase SLT domain protein	0cec04076f7741fb9ec0b9aade17dbcf
0.0044	11	alpha-	0171cac8c5050a42df8af035abfe056c
0.0044	11	phenylalanyl-tRNA synthetas	01e9341c5f497eedc8c14f1e1b381a52
0.0044	11	microtubule-severing ATPase	121c9a1341c3603f58e6056ad232e72c
0.0044	11	putative cysteine proteinase	077b3f4bf0621d56ef7c3e68d028b824
0.0044	11	3-oxoacyl-(acyl carrier protein) synthase II	081ddedf5da955f4cad02880079a4930
0.0044	11	2'	01f4ba53ef166ec1996090d93525a6db
0.0044	11	protein of unknown function DUF147	0691bc7d7a0311d46244843535b7f7de
0.0044	11	flagellin FliC4	0b8485f28b652a21bf266bc68d88ad86
0.0044	11	helicase domain protein	06b691ab379dd4a94188046d6245fd28
0.0044	11	spermidine/putrescine ABC transporter ATPase subunit	00b3f8a1bc9047302a3c95933830a57b
0.0044	11	TPR repeat-containing protein	04d8d07fd25646646363d6fdf5a54750
0.0044	11	serine acetyltransferase	0079cb30902f61e702ed25acc0aa30d4
0.0044	11	phosphoribosylaminoimidazole carboxy formyltransferase	0b378d351700805d46f53e2c588971fa
0.0044	11	dihydroorotas	00dc21686bf0f6384f76ccf91f445627
0.0044	11	serine/threonine phosphatase	1436ef53d65a72a7323d987f0ae401a1
0.0044	11	single-stranded-DNA-specific exonuclease RecJ	0051ceef56379ad9267049ffab7b3c3b
0.0044	11	50S ribosomal protein L9	070659f8b8920d7bb8b3b6f57c3d52d5
0.0044	11	ACT domain-containing protein	0987a083caa385d0ce34c8a11e6defc7
0.0044	11	DNA-binding response regulator	017fbb9a522fa2b4e5d9e05e8316ddc6
0.0044	11	nucleoside-diphosphate-sugar epimerases-like	0da823933f387b5fe2ae0b0968c3bfef
0.0044	11	phosphofructokinase	05c9e05db63f7e1023e522f08c27cac5
0.0044	11	ribosomal protein L20 RplT	019bc3ba17b7eaf3c18667340ee51525
0.0044	11	putative zinc-binding dehydrogenase	0e9e5c1d3a1037b6582f67393d58a8e8
0.0044	11	trigger factor (tf)	030f09dcef8eb62a6994b77bf520efc8
0.0044	11	LexA repressor	0ac47043c7629e61d1810c579e33ec2b
0.0044	11	V-type ATP synthase subunit K	09c72c0787cb33ebff63c6d775f4396f
0.0044	11	DNA gyrase A subunit	043b6b669543fd871ce8b7a098b6b358
0.0044	11	cobalt import ATP-binding protein CbiO 2	00476daf4143aabe3fb5e4766fff1c7c
0.0044	11	ribokinase	011bc7786a8af2591d3a1199537718c9
0.0044	11	L-arabinose transport system permease protein AraP	07ff6dab4c11ab76549fcc1d7c2f2904
0.0044	11	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	0413c6e5fcaecafce9fa6fbdfa4a8191
0.0044	11	16S ribosomal RNA methyltransferase RsmE	02e39ceaeda890c9d3191c62501ae30a
0.0044	11	type II restriction enzyme NgoMIV	0a0b52dacc6f5fac82a3deb29abb9c69
0.004	10	GGDEF/EAL domain-containing protein	063e4463dc1541e9d213c3dc524f5cbf
0.004	10	penicillin-binding protein PbpA2	065a3ee9ed7e2ddbe9ae42b0a08abba0
0.004	10	transcription antiterminator	10f09a2b5dfab4a963567bb0f183152d
0.004	10	manganese containing catalase	063b861b8e3eb8fdfa5782489e9cd000
0.004	10	glycogen/starch synthas	009cd0ae6fa6af74815e1ce40cce1263
0.004	10	formate-tetrahydrofolate ligase FTHFS	028a295d1f6a32b503567cb2fa2b2b4b
0.004	10	protein of unknown function DUF21	03d9ed824d83b456a339fb1effeb9724
0.004	10	YheO domain protein	07159bf0e2100908a8f77783ff27b760
0.004	10	gram positive anchor domain protein	04ee4de26710b3df29a8ceb18d2c317d
0.004	10	Radical SAM domain-containing protein	0d2112d900fea5251fcb0923cbd3c124
0.004	10	nicotinate-nucleotide pyrophosphorylase	0b3a86a42dab2f8877134a9748c1566b
0.004	10	TnpY	15172cac711f08e065c2ecdb574d60af
0.004	10	component of ABC transporter	0b42f07f5334fda621d13c4849bf20cd
0.004	10	Cathepsin L precurso	09a1bf7d7a4da47758d839b37ede6824
0.004	10	putative NADPH-dependent glutamate synthase	0fbcae42281c6cc0ceb4feea8e19b934
0.004	10	phenylalanyl-tRNA synthetase subunit alpha	015c15974442870cb29128149cfbb4c0
0.004	10	metallo-beta-lactamase superfamily hydrolase	1507bb01a618c297c4d5a3ef35814a09
0.004	10	putative dGTPase	1068c988ac65e30dd5b0ac7da8bb466f
0.004	10	aminobenzoyl-glutamate transporter	1202a6de56953297dbddff7d0517c7b6
0.004	10	ATP-dependent Clp protease ATP-binding subunit ClpX	0b7c5ca6239199f8c8373a8886cec587
0.004	10	diaminopimelate epimerase	040f4b3207685facef9720726ff2520e
0.004	10	D-lactate dehydrogenase (cytochrome)	08cad701dac135ed8672bdf0d42e463a
0.004	10	sodium-dependent phosphate transport protein	184001cc272a6ed8fb4caf2e350c3572
0.004	10	peptidase M20	004d6f4e8737796cf0ebdf0de3481045
0.004	10	hypothetical protein in ImpB/MucB/SamB family of UV repair proteins	042b5a22d68a34fb659698890856260b
0.004	10	two-component system sensor histidine kinase/response regulator hybrid	0cb3f6f8349ae03f5e12138b66e247fc
0.004	10	peptide deformylase	04fe1b1cae63b3b8ba0d17680da81f1d
0.004	10	DNA-damage-inducible protein D	16c7ca11a5064cc0ee7e4de488a9c792
0.004	10	4-hydroxybutyrate coenzyme A transferase	068378307528ee3be788e5ce18472aad
0.004	10	biotin-requiring enzyme	0f7b6da9a4ce797a2cc8e0a5272c110d
0.004	10	Peptidoglycan glycosyltransferase	026f1b2c95bcce5a367a12774e00a1ef
0.004	10	ribosome biogenesis GTP-binding protein YlqF	036897b6d6c9b29aba068dc44a27df5c
0.004	10	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	0c2f3887a54e72af33ab58a797694b20
0.004	10	imidazole glycerol phosphate synthas	116fa348ba91c3f27131f24a43740895
0.004	10	fused acetyl-CoA:acetoacetyl-CoA transferase	18299c9a31c141c4e030ed0e5b40966d
0.004	10	tyrosyl-tRNA synthetase	042f929ac2875bfed22ed94698e647f9
0.004	10	sporulation sigma factor SigE	09cdbafcc4851eefd0e17c8916c77fc5
0.004	10	Rex DNA-binding domain protein	071876a2766c0b8dce019f0600170a6c
0.004	10	protein serine/threonine phosphatase	00c158aed69ad315bedcd3113e6ca671
0.004	10	NusA domain-containing protein	16f381cb8a1c25e6c72b9675bf957c97
0.004	10	putative pseudouridylate synthase	0204030da722ba79ae042afe6e951800
0.004	10	deoxyuridine 5''-triphosphate nucleotidohydrolase	0f105e5e171014522f071c48154557cd
0.004	10	CoA-substrate-specific enzyme activase domain protein	053f09897080bffaf969111c298f9d8d
0.004	10	stabilin-2-like	15eb8a54991d67e54b4f62d49fb62dff
0.004	10	chaperonin GroES	15ff43ee5ebbc5fb264397754f279b09
0.004	10	beta-ketoacyl-acyl-carrier-protein synthase II	01b9cc2890fc3a4eb64a08247d640091
0.004	10	4-hydroxybutyryl-CoA dehydratase	171b87e74d88dfe792cc82370647396c
0.004	10	carboxylase region	06745e90848e607d9a9b5cd62ab4937b
0.004	10	putative aminopeptidase 2	04750464dd1a9c07fddb226e51bd7160
0.004	10	Sua5/YciO/YrdC/YwlC family protein	017d0ec91a4e2816ef00b0d7a8c3d3d9
0.004	10	ATP synthase F1 subcomplex alpha subunit	01ba5fc467899a38dfbfe99f2702a609
0.004	10	General substrate transporter	11b9ea4b08c63e1d993ca88bce82e5d1
0.004	10	stage III sporulation protein AG	0fb3d081cdb7a33f40489d380b1d380d
0.004	10	ribosomal RNA large subunit methyltransferase N	04f88442cc16344aa48f34847f20fa25
0.004	10	xylosidase or glucosidase	01d1464f96d75e78c122d9594c48d445
0.004	10	beta-glucanase	0bc812dfb84d48c0cb64c00690479646
0.004	10	TnpX site-specific recombinase	176f4688947b1370fa3aceedd4c7ceba
0.004	10	ribosomal protein L24	07e3a9270931cf60a22c4cb96b9fd0af
0.004	10	HindIII restriction endonuclease	144519463837a21c5c2a110618697836
0.004	10	nucleoid DNA-binding protein	07970215b8fe12e29122196c23791aa7
0.004	10	Hypothetical protein CBG17208	0f8bfaf4463a350f4c136223f539a0c1
0.004	10	orotate phosphoribosyltransferase	000540d5a71ba7095bd1ad1acf389f59
0.004	10	Fe-S oxidoreductase	0011510536deb4868f3e3081d005d38c
0.004	10	30S ribosomal protein S16	0e61e01d7c52a2f786ba6cab4f5c0e7d
0.004	10	phosphocarrier protein hp	0335b022548caf3343c002b86d2468a3
0.004	10	ATP-dependent RNA helicase	04dba2ce2b3ce3b790909679a282c3cb
0.004	10	serine protease	06022423c89e5677057cdc293c19c00d
0.004	10	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	0a7156dc1f064131388782b4e2a02419
0.004	10	sigma 54 modulation protein / SSU ribosomal protein S30P	0eeee0210e00cfae9bef6815ec7c4426
0.004	10	LemA family protein	0a93f0c5010aa6b8683efe3e8c0a20b8
0.004	10	sporulation initiation inhibitor protein Soj	07ca46b881b089c308bb13184c2821e3
0.004	10	arginine biosynthesis bifunctional protein ArgJ	011d757884c82bd55c99e93934e495e2
0.004	10	Inorganic pyrophosphatase	05b62114bb4ee6b4bef92d5eacb974f3
0.004	10	renal dipeptidase family protein	0c8d09d035da0f0b4fb058e0a6844872
0.004	10	primosomal protein N''	00ea35ce00735f4eb79b64dd6ad11681
0.004	10	nucleoside diphosphate kinase	037dbc8aa41893409c35b797be5ec35a
0.004	10	galactose-1-phosphate uridylyltransferase	0798bd8183897d21b99e3f4bc42b3e57
0.004	10	STOMATIN LIKE PROTEIN	093f8af8364380fcc9e5f01ab5caa817
0.004	10	CotJC protein	04184031400f9f1096d0dde7333daac1
0.004	10	diguanylate cyclase/phosphodiesterase	0908f5daa7df2b60e5415bed6fe67eee
0.004	10	SSU ribosomal protein S9P	05b3d4b59ffb31508c64bfc6d0af3f87
0.004	10	transcriptional represso	08e9550f2560f2fcb83b1adcc5abf2cd
0.004	10	chorismate binding enzyme	188c59b28bf2679ea7d97954f2cabba9
0.004	10	septum site-determining protein MinC	015822e175d5c89aeab57b4f21b4eb35
0.004	10	tRNA delta(2)-isopentenylpyrophosphate transferase	008f48e01f392e5f4f38f2941bded209
0.004	10	putative aminoglycoside 6-adenylyltansferase	1812716863f4f483716d9624d0226a3f
0.004	10	superoxide dismutase	02e8a51a02dad8d380d1029bcd9de088
0.004	10	polysaccharide transporte	1256d2372602d254959bbe215ba9776f
0.004	10	chloramphenicol O-acetyltransferase	121e36306048043b03bf5c19540f11a2
0.004	10	transcription termination/antitermination factor NusG	0a9f6da0c7c879defe683e5ec453b36e
0.004	10	TDP-4-oxo-6-deoxy-D-glucose transaminase	05e5d811cd0e5a716903da1cc2c98c51
0.004	10	cation efflux system protein	08886ca12a0d60ab03d3c035f96f5396
0.004	10	F0F1-type ATP synthase subunit beta	158ce34ffb1df25bfd9945d86d40b2d1
0.004	10	kojibiose phosphorylase	02c0b5b36b34c4f8e257db4cca63e6f5
0.004	10	diphosphate--fructose-6-phosphate 1-phosphotransferase	080f1e37c8015aeec2e1bd7d6790e64d
0.004	10	Polyprenyl synthetase	0d486425269019921050ce0bff3f5b45
0.004	10	V-type ATP synthase subunit C	034ca3c30b702136efbf10f6074562c1
0.004	10	putative CoA-substrate-specific enzyme activase	090ecc8b942bbb63d771d5a97f09fbab
0.004	10	acyl-CoA dehydrogenas	143406d65a1ff844c8e6d43bedaa2a4c
0.004	10	tRNA pseudouridine synthase B	0436603821de64c314dc68fe0aad91ed
0.004	10	phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	16c939f395df2daf360a46bfff9e6e07
0.004	10	PTS system IIBC component	0e50266902f527df4d252dfcb5d4415d
0.0036	9	DNA-directed RNA polymerase beta chain	022c0630b601514cbc5e079fb0438787
0.0036	9	virulence-associated protein 1 family protein	0ca6795d6e01c5927f1eb965cb7178f3
0.0036	9	glutamine amidotransferase subunit PdxT	0a4e974b18fe1bc5ecf6105cee2ec349
0.0036	9	50S ribosomal protein L35	0357d2743119483710e00fc272d80eef
0.0036	9	50S ribosomal protein L36	0b7b4f10fb25808bb0caad046a1971c3
0.0036	9	PTS system fructose/mannose-specific IIB component	09d02cb2fdf43da9f7c855799c5e480d
0.0036	9	ribosomal protein L35	0839336bb8500f40929ba61c48a60dad
0.0036	9	chaperonin cpn10	01eb8042b4af88ced000599476c23a5e
0.0036	9	3-deoxy-7-phosphoheptulonate synthase	0e1aada2fbfd00ea9cdcadb9f9acb76f
0.0036	9	cytochrome-C peroxidase	035a5cc65dfdbe0ef013556309760503
0.0036	9	glutamine amidotransferase	03999c9c85f0cf3fc6bafcba9b55af7f
0.0036	9	cobalt transporter ATP-binding subunit	0d54b53c13234f9a102fe2e8104d0d0e
0.0036	9	magnesium transporter	044fdfa23415aac68cd2007e28fb5dc3
0.0036	9	anthranilate phosphoribosyltransferase	03917c78362d7c639072710dfa43aa83
0.0036	9	30S ribosomal protein S17	01bf646b7888be71a0f6b5862dea37e4
0.0036	9	low molecular weight phosphotyrosine protein phosphatase family protein	072bf9a7ba94678dfde24f0a8e150e74
0.0036	9	4-diphosphocytidyl-2-methylerithritol synthase (sugar nucleotide phosphorylase family)	12da42fa600275197181a3a73de73645
0.0036	9	DNA protection during starvation protein 2	0e7920de447e38eab9a0f0e4b32d449a
0.0036	9	glycerol-3-phosphate dehydrogenase [NAD(P)+]	00f6210dfe852c7b465c60ed69d7ae06
0.0036	9	thiamine biosynthesis/tRNA modification protein ThiI	009d84deb7008fa96448b50b8dc0ea77
0.0036	9	trehalose-6-phosphate hydrolase	0752955f8d99a39cb687cc77b0a2e489
0.0036	9	cysteine synthase A	011ace631316c3cb7b0f623006ba2400
0.0036	9	D-alanyl-D-alanine carboxypeptidase	02fe85636143e7a069c66faa8920effd
0.0036	9	ribosomal large subunit pseudouridine synthase D	05b2ebe37bb0bd9534a4584d3a614b72
0.0036	9	putative acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	154dfffda69de4351979549087afa8f6
0.0036	9	phosphinothricin N-acetyltransferase	06032cc895d3ad87c2eb61175e2eed16
0.0036	9	membrane protease subunit	190cb6dabf64794a0514230518c466a2
0.0036	9	2-oxoglutarate synthase subunit korB	0cd55a91192a0963fef1df147042815f
0.0036	9	tryptophan synthas	039e6e86a27523a3054a219c5c89da63
0.0036	9	1-phosphofructokinase	04200cdb13d4b722df5fe76595e20a69
0.0036	9	Mannitol dehydrogenase domain	08750ea916d6432f4e2cec26d8484895
0.0036	9	tRNA modification GTPase TrmE	017a0cb7783efa77f73318aa00881043
0.0036	9	Appr-1-p processing enzyme family	0ebcf6bf2124b363726f328e6cdf5fc3
0.0036	9	asparagine synthase (glutamine-hydrolyzing)	014e29cf335721e6fcc4a34881795878
0.0036	9	putative sulfate permease transmembrane protein	0643e16d041140d31d6def23f2c5d58c
0.0036	9	YurL	059d5e9d28369bef8cc3be3cc7157841
0.0036	9	phytochrome-like protein	0ae25238fe1dc0a0db8821cb95201d95
0.0036	9	glycine dehydrogenase subunit 2	051c6e7b5e200cbe327cbc6e40d6f113
0.0036	9	guanosine-3'	04bcfe142bc511bf89f41fdfbb8c2e44
0.0036	9	heat shock protein DnaJ domain-containing protein	163645390b3b02a452a2be354556750f
0.0036	9	glycogen phosphorylase	0a172b668ef827283ee76b041de579a1
0.0036	9	Threonyl-tRNA synthetase	01c088d50cb5b85dad1c513568252d9d
0.0036	9	40S ribosomal protein S7	02e11a6ec2e695fb3bd639a5d97c29b6
0.0036	9	tdp-4-ketO-6-deoxy-d-glucose transaminase	08e008aebff519a631a229ca70d1b8ec
0.0036	9	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase	163721cfc2b5600b409cf5407f723a40
0.0036	9	MiaB-like tRNA modifying enzyme	0007f9d501edb73b9b5d11a5e300f6e4
0.0036	9	arginine represso	01f3884748a89312bde9b68ced329638
0.0036	9	pyridoxine biosynthesis protein	13a9c6e2372fc495765e1f9dc50cee4c
0.0036	9	glycosyl hydrolase family 25	03d8c250ed99f65f59f6424d8f74adb6
0.0036	9	glycine dehydrogenase (decarboxylating)	03b8d39e33c5b39a9680be8da86fd5ae
0.0036	9	general secretory pathway protein E	050f51319733416745f7599cecc2a27d
0.0036	9	molybdenum cofactor biosynthesis protein A	027c7a560bd9ffd683d0fa5a05e4fb18
0.0036	9	thiamine biosynthesis lipoprotein apbE precursor	0fd4c6c0d3b23700cd7cd7edebe4c1c3
0.0036	9	pyruvate:ferredoxin oxidoreductase/NADPH-cytochrome P450 reductase PNO	0037ed48f78815ea5dd71dabeb8d0c1e
0.0036	9	phosphotransferase syste	13b9ac490db794afc67acd6fed9882e1
0.0036	9	pyridine nucleotide-disulphide oxidoreductase	058efdec79e568994ef51c9b8997261f
0.0036	9	extracellular solute-binding protein family 3	04e7c7d35e5615acee0de828124c2a9e
0.0036	9	aldehyde oxidase and xanthine dehydrogenase molybdopterin binding	14e469cbbe0653ca73c92a790820ab8b
0.0036	9	Transketolase central region	06e0d27b978b189bb2bf0603af0180ad
0.0036	9	NlpC/P60 family protein	02dd01be973995a260166b3a9b6241e9
0.0036	9	glycoside hydrolase family 92 protein	082dc1ec913fe194df3879a24a84fa07
0.0036	9	ATP-dependent protease	02641e364086d86d414982d6dbd1043f
0.0036	9	ribokinase-like domain-containing protein	04f724dfc94b2f1ab2cd17a3156ce402
0.0036	9	D-lactate dehydrogenase	03183a18295edd15296a43bf59b70b84
0.0036	9	HSP90 family protein	02f7b69c4ac0ff390de2c579281181e7
0.0036	9	thiamine-phosphate pyrophosphorylase/phosphomethylpyrimidine kinase	064c5c368044d9c3d6e5fd552cb67b2e
0.0036	9	Formate C-acetyltransferase	0be708e91a3cf46920f55c4316204cd4
0.0036	9	M24/M37 family peptidase	10e25d7ca91add83640fe4b52b7c03d0
0.0036	9	phosphoserine transaminase	0942b9f4547cf3647dfa522c8273a9f3
0.0036	9	carbohydrate ABC uptake transporter ATP-binding protein	0c13526867ac9774fe1743980b47383b
0.0036	9	sorbitol-6-phosphate dehydrogenase	0ba8626fb16243dc0436bec1d3b1b4a0
0.0036	9	3-oxoacyl-(acyl-carrier-protein) synthase	06dc9041491e8895fe421174001711a3
0.0036	9	UDP-N-acetylglucosamine pyrophosphorylase	0717b0926c6fc188712ec55065568d1a
0.0036	9	octanoyltransferase	08861d52a4fba95fc36bf8c96dd3c3c6
0.0036	9	iron-dependent transcriptional regulator	0f5a5d6907700ead4610a49593765b4f
0.0036	9	putative arylsulfate sulfotransferase	0b86ae9a355e2aa9dc41b3b7499d29af
0.0036	9	S-adenosylmethionine/tRNA-ribosyltransferase- isomerase	007d0a784e3765d5e6e7a8e5a49f7cd0
0.0036	9	phosphoglucomutase/phosphomannomutase	16ffa01c887c99d37b28c8f6a315fe6c
0.0036	9	High-affinity glucose transporter of the major facilitator superfamil	0df140fa81bfa93cbe571cf20d3e134b
0.0036	9	Cobyrinic acid ac-diamide synthase	009d03f9666ec81b381805d0950ae112
0.0036	9	putative serine protease HtrA	03bce153937f90a4ceb8cf9c3e9d200a
0.0036	9	CoA-binding domain-containing protein	00a16e662298ad63fe4f3969c3cc890c
0.0036	9	3-dehydroquinate dehydratas	0d562cb19f732ac06f2718790cd81f27
0.0036	9	Respiratory-chain NADH dehydrogenase domain 51 kDa subunit	12ee03b563da8a7df64d0dc13acfddb3
0.0036	9	cation (Mg/Ni uptake) transport ATPas	0168f7119bb09de59df5394cb13d12d4
0.0036	9	transcriptional regulatory protein CutR	037ee933b66960f12b187e8ba6cbd28a
0.0036	9	[acyl-carrier-protein] S-malonyltransferase	074bafddd7accfd82c904f3d23c4ebe5
0.0036	9	DNA polymerase III subunit beta	162a6115fc416ac4f32b9f40fe3028fa
0.0036	9	xanthine dehydrogenase family protei	049bed331cebd753a596153b1b8d1aff
0.0036	9	Ig-like domain-containing protein	0e64dc47efd069c31f69e987957348e9
0.0036	9	UDP-N-acetylmuramoylalanyl-D-glutamate--	034ea768147573037094c30b62d7c435
0.0036	9	ferrous iron transport protein B	04e7894b809d0ecd15ed6331c9b85792
0.0036	9	ribosomal protein S6	0159ff679df088d47ccbfbde6960a26b
0.0036	9	haloacid dehalogenase-like hydrolase	02aeda87fe9eb2088ed417cab9bbd53a
0.0036	9	dephospho-CoA kinase	0161f90dc31f4df6a56844b171fd4cf8
0.0036	9	DEAD/DEAH box helicase domain protein	04927146025cc2c228deeb8274565bee
0.0036	9	glutamate racemase	0232000fc2f1ceaa6a112e6b53d4e176
0.0036	9	Serine-type D-Ala-D-Ala carboxypeptidase	01ed7c91134344b57210115af2556f63
0.0036	9	16S pseudouridylate synthase	0feb5d5ff989ce4d6d824399747d5dc2
0.0036	9	Respiratory-chain NADH dehydrogenase 51 Kd subunit family	0ebff9f7898254ebc6446e43be46abd1
0.0036	9	amino acid ABC transporter ATP-binding protein	07c0ca133f4f22e12d7c53d89a90c3be
0.0036	9	putative glycerol-3-phosphate acyltransferase PlsX	0559d3722ded06c2418956afc8628dd4
