Number of total reads: 		250000
Number of unique reads: 	2159
Number of unique transcripts: 	2159
Number of unique organisms: 	344

Percent of total	Count	Species name
0.0008	2	DNA repair protein RadA	00c170e3d13296d0e2cd7cbd5b50ce33
0.0008	2	glyoxalase/bleomycin resistance protein/dioxygenase	02415b08edfeb9012ad159af33e64e2f
0.0008	2	probable metal-transporting P-type ATPase	00f458ca39653d9dd219e13b0d4fcfeb
0.0008	2	nucleotide-binding protein	00d312503e2e5b9a787351fb5312c19d
0.0008	2	IspD/IspF bifunctional enzyme	023cd7e74b1972bd711ac4e24ea34c54
0.0008	2	2-ketoisovalerate ferredoxin reductase	00b5eaab56468cc01a6ee6765a1f3dae
0.0008	2	ATPase component of various ABC-type transport systems with duplicated ATPase domain	00f97e088d97b1bb79d7a0c8ac1c4648
0.0008	2	DNas	027f95ab89afc75880ed30e18a6a0dc0
0.0008	2	glycogen debranching enzyme	0041c06bd91584165a993be7114a869a
0.0008	2	malic enzyme	033004e06720348e9ff8efbf9b55a093
0.0008	2	pyruvate dehydrogenase subunit beta	032d60e33f23581e7be2931173670b99
0.0008	2	response regulator FasA	01c2796def4f2a6646d73afdeb062610
0.0008	2	Sirohydrochlorin cobaltochelatase	00557b1ea10340144a930c630cd9f087
0.0008	2	ribosomal protein L11 methyltransferase	004511f758ce086bdd29300b3b7b88e6
0.0008	2	bifunctional uroporphyrinogen-III methyltransferase/uroporphyrinogen-III synthase	017ef064e3697f149ca8993cb43dcba6
0.0008	2	L-serine ammonia-lyase	017ac536afc53df1f1c071f573201c0f
0.0008	2	mannose permease IID component	032c8e75dd79c56cef519b603f0fef5e
0.0008	2	anti-restriction protein	031aea3033053e7118d0535dbaf05d20
0.0008	2	mannitol dehydrogenase domain-containing protein	01666ec1693bfb9a746f48f099acf548
0.0008	2	RNA-binding S4 domain protein	01d83adeb4667d3f5cd344ed9fa3eac6
0.0008	2	thioredoxin 2	000f7d126e9013188aa59b01a25e76b4
0.0008	2	Lon-A peptidase	02eaa87cf33f7623270e672a9cfa13e0
0.0008	2	alpha amylas	008d0a0c583c66e9702622eb8b1ab952
0.0008	2	CBS/transporter associated domain-containing protein	02e1bca41ed82d7c403c4d61f8e3d64e
0.0008	2	putative cAMP-binding DNA-binding protein	02f8b840223ad87801b7903bcf086fe1
0.0008	2	phosphomannomutase	0161ddaa447e1f26a3629cc169433e41
0.0004	1	C-5 cytosine-specific DNA methylase	02a879dcb5924c5bd8aeb5a5b1669cfa
0.0004	1	MccC family protein	02c24c73f13877d1a44f64cb591396de
0.0004	1	protein of unknown function DUF633	029b0526821c82717faf24bbf8726ab5
0.0004	1	RAN1 (RESPONSIVE-TO-ANTAGONIST 1)	01d1a21369ec755cae0b554bd09b5f3e
0.0004	1	6-phosphogluconate dehydrogenase	00f4ccfde4fffb60a332db0192c3da54
0.0004	1	deoxyguanosinetriphosphate triphosphohydrolase-like protein	000a5b4e56c40c289ff470d95301672c
0.0004	1	Na(+)-translocating NADH-quinone reductase subunit F	00b4a7bb77124013e8446202d1236806
0.0004	1	malonate decarboxylas	02533e87b4e12ff51e68ac2bcff650c1
0.0004	1	COG0642: Signal transduction histidine kinase	03413334410cb077634bc98b0290932c
0.0004	1	peptide/nickel transport system permease protein	0078f542171580978b153c65317b3c2a
0.0004	1	segregation and condensation protein A	0305b988167cfcd01d4dde9d2543cc6d
0.0004	1	spoU protein (spoU)	032e6b231f3a51b2d96f2ec0d0d54fbb
0.0004	1	resolvase	00492617014454a0ae875dc5c318292e
0.0004	1	ribosomal protein L17	000a3534445d676e10b1967785e246df
0.0004	1	penicillin-binding protein 2C	00720f3511be60f4297b66bff87ad46c
0.0004	1	Low molecular weight phosphotyrosine protein phosphatase	00922b49aa91d7b6c6fec2e442d25b89
0.0004	1	NADH dehydrogenase	02f0c5f8cdc1a5d29d3963ffb5368200
0.0004	1	cyclo-nucleotide phosphodiesteras	005f92fce713b1262304f8adb6cf1db1
0.0004	1	adenosine deaminase	0127b2dc7fe8a5705d056806943b1bd2
0.0004	1	arsenical-resistance protein	00332b3f29239b331504a30f0c82ed45
0.0004	1	peptide chain release factor 1	0358b785a76d864d454cb05610bae6b9
0.0004	1	PotA3	00e7a98f9563fdd2127832be755aa2e0
0.0004	1	PAP2 family protein	003f18e5819f1ee6bdbcdc87416302ed
0.0004	1	putative peptidase with chaperone function	01c2657d58570a3ef4241ab6923c6437
0.0004	1	electron transfer flavoprotein alpha-subunit	030037facda7f2229f3d9f066f972b62
0.0004	1	6-phospho-beta-glucosidase AscB	0164f9520995b0a8f33c2432f64465d7
0.0004	1	putative uridine phosphorylase	004e5ddb0b39579ccead9896e3f1d7e2
0.0004	1	pneumococcal histidine triad protein B	000657c44801eb7c3495c58b9474bc9a
0.0004	1	GutQ protein	00dfcfbd1f6ae3dbe595b314f28868cd
0.0004	1	aminotransferase class V	0097db09ccd01725c657eb458e26a95b
0.0004	1	benzoate transporter	01d38e7556c0c3a237e09dfeb4d5ee09
0.0004	1	CRISPR-associated protein	0094f2eb5bb5a8e635056f157a946db0
0.0004	1	peptidase M50	00980e8bc41aa2cb5c389dc3ae1e61d9
0.0004	1	protein VanY	027be880f047864fdb1470fe34c584dd
0.0004	1	protei	01ed7f62e57dfd5798fe1546ce5e14d2
0.0004	1	putative ribosomal RNA methyltransferase NOP2	011623b720dbd1db9b31e809cc3bf77e
0.0004	1	phosphoketolase	00ad7bce7c888e839b4f29afc3a68459
0.0004	1	similar to GA21576-PA	02de913b52e6928b2c9a681381308a98
0.0004	1	DNA-directed RNA polymerase beta chain	022c0630b601514cbc5e079fb0438787
0.0004	1	c-terminal processing peptidase-3	02dd602a9da70ba39c51d47573800efe
0.0004	1	Acetyl-CoA acetyltransferase	012e17e2b209b36f7ccb1d6d818b7577
0.0004	1	FMN-dependent NADH-azoreductase	022f97a861e9c9a0ca10fa388e1a83c5
0.0004	1	3-oxoacyl-(acyl-carrier-protein) synthase	009b9956b6dff01ae31d5eb86a278ff5
0.0004	1	adenylate/guanylate cyclase	00ad9a22432a64684417e4c5042f0820
0.0004	1	Fur	00d7abdb4f94df5e2d6f1e4feb39b964
0.0004	1	protein of unknown function DUF245 domain protein	0013fccdfeb77cbb0687dcc913d6a33e
0.0004	1	replicative DNA helicase	01c8375f60b0a023079a6d5725ae8431
0.0004	1	predicted cation/proton antiporter	00022ccf4f592481b9b6b360503916ec
0.0004	1	regulatory protein RecX	01c256b2abc2bb8b980c60721721e248
0.0004	1	NH(3)-dependent NAD(+) synthetase	0007741c529aa3635b027e12005dcea8
0.0004	1	demethylmenaquinone methyltransferase / 2-octaprenyl-6-methoxy-	0301a0516282870947c1b9b7e4abbe80
0.0004	1	Phosphoketolase	01d10b38669d9b0c0c8149e5eacb965d
0.0004	1	putative DNA repair protei	01eb1618dddeb340eba0675c2e8ed2c5
0.0004	1	GTPase	00638d59950ec0512f9df2ae2469b2d3
0.0004	1	aldose 1-epimerase	00735cb49ac427568a39bf34e42878dd
0.0004	1	phosphoprotein phosphatase	02d35da20dc1b9b29d656884cb51a476
0.0004	1	DNA polymerase III catalytic subuni	023dabf2c554acdec8c59d57372a6e56
0.0004	1	porin Gram-negative type	000d0a7c220a54fbe76ade8c24c402ec
0.0004	1	MutT family hydrolase	01ad047ccb7e2466db20e3cdd9f0ade6
0.0004	1	junction plakoglobin	0184e7df692bae4ee38a04a66fd927a9
0.0004	1	Type I site-specific restriction-modification syste	0003dcead03c5571581bdecd9df2d873
0.0004	1	Fmu (Sun) domain protein	0322c542737d8dee1b1f5e68947783f8
0.0004	1	pneumococcal histidine triad protein D precursor	0140b3ec6cba5734a909c1d734e48ea0
0.0004	1	peptidase	024272ea7a767ee0301da93b12ea0609
0.0004	1	type IV pilus assembly protein PilB	0371604d1fd007c90ba311c1fc6a24d9
0.0004	1	phosphatidylserine decarboxylase	00ac636b43bd92106b6349db197c2ff2
0.0004	1	L-beta-lysine	034b2eb5fc449588b806429621f22163
0.0004	1	colicin uptake protein TolR	029ef8d31b6e4eba21b7bb703a4276ae
0.0004	1	diguanylate cyclase/phosphodiesterase with GAF sensor	020bafd38a06740b3e987633030981ba
0.0004	1	PP family ATPase	017acfbebb88a4f5a82f1ffa9ddbe62c
0.0004	1	autolysin	013ec80812db8be0525c3a8a0b3543f5
0.0004	1	cell division protein ftsH	02ec4760d5d2752cc446dd0f037bba6a
0.0004	1	methylthioribose kinase	01e606611eed77b1efbe06995eb1b583
0.0004	1	transcription regulator	02f384c2e44fc383ff80bfd169614f9e
0.0004	1	cell division protein ftsY	014840d35fd2c7a8deb7853b483b1757
0.0004	1	Gal	0295bb66d8d1d7e8c6ee278ca7494198
0.0004	1	transcriptional regulatory protein ResD	00220fbe7b5b11922e6d9b68db6bc0af
0.0004	1	glycine/serine hydroxymethyltransferase	00dfc2c38bb7f861ad99d53fb6f760c6
0.0004	1	LSU ribosomal protein L22P	01ca6506b8b86789583b14aa90dd6222
0.0004	1	NCS2 family uracil:xanthine symporter-2	02a6779050db114c040f670b7af5f39f
0.0004	1	replication initiation protein	0150502ddf115f3b002694647f5b37a6
0.0004	1	small multi-drug export protein	0250578f35b6dfdfe6c0c70f71be5f42
0.0004	1	hsp90-like protein	00a81d96244d017ed3d06ed4a87515d3
0.0004	1	CarB2	02bd67ee55e07173e01aefb303a67199
0.0004	1	two-component system sensor histidine kinase/response regulator hybrid	0188fbc1a9f7a300a29a045bd0910e80
0.0004	1	2-oxoisovalerate dehydrogenas	0095af7460efcffb6585138a8ad41084
0.0004	1	cytochrome f	0205676ae549f14a2645331384fb65b8
0.0004	1	cobalamin biosynthesis protein N	0333595b48032fd3ea3ac696acfe6585
0.0004	1	protein YyaA	00f228d200e1f80c54754e95a48dd6b9
0.0004	1	biopolymer transport protein ExbD	01253ca20e74209bc3ba1c7febf7acff
0.0004	1	UDP-N-acetylmuramoylalanyl-D-glutamyl-	00fe81dc9239d4cf19ed53bc2622e938
0.0004	1	DNA-binding ATP-dependent protease La	00befd0264932a62d6602688032d9b99
0.0004	1	peptidase C26	00f1716a8e571e0b5a6e87a09cf16f90
0.0004	1	Transposase IS116/IS110/IS902 family protein	011fb51b2095dc9fd0b9df3427b6ab63
0.0004	1	D-alanine--poly(phosphoribitol) ligas	01c9ca7d90be404b8b4af1f3fd6db8c4
0.0004	1	translation initiation facto	03044a653aa4e5ff48f06b2f383fbbc7
0.0004	1	IS1272 transposase	021918d34217c76114a76e60c3e38937
0.0004	1	prephenate dehydratase	02122c6813356a7df9031003055b785e
0.0004	1	protein kinase	028d91812f8525302ecfbf8fa07333d2
0.0004	1	CBS domain-containing protein	0033ed1b543782809bbff8aa6df723e3
0.0004	1	ErfK/YbiS/YcfS/YnhG	032f30e88bc907ea89c2b4825dc0c722
0.0004	1	sulfate-binding protein	02c1647a07ee952abb98be6177ff3531
0.0004	1	putative MBOAT family D-alaninealginate export/acetyltransferase membrane protein	0342ee35c12c1cdf42272af487de29d9
0.0004	1	UvrD/Rep family helicase	019ad6918039dc666659d1ae49cd7863
0.0004	1	deoxyribonuclease IV (phage-T(4)-induced)	00284762618a170f93237b6f411475fa
0.0004	1	rod shape-determining protein RodA	0280b952995d08f74d2556972651af2f
0.0004	1	Probable sensor histidine kinase	00a4d88bfd1610d3525786bbce0ac96a
0.0004	1	putative protein ves	022800877914d612f2c3b0559e332165
0.0004	1	ribosomal protein S15	02843bf4167989da7d7ce30df6204cb7
0.0004	1	DNA-dependent helicase II	0291ac9be3dedf7ef0a389ee339e5a05
0.0004	1	conserved membrane protein YqhQ	02ce1223c0bbaf1552b3abb6fe9fbeab
0.0004	1	nitrate reductase	02fd47fd5e636771e7b18a8e19096928
0.0004	1	bacterioferritin comigratory protein	0173ec49bd526d2f1cf73a224fea4bdd
0.0004	1	L(+)-tartrate dehydratase subunit beta	03349d526e5d21d9a97bd028a86cd631
0.0004	1	protein of unknown function DUF896	02718fe5533e531eaeb53659c9b80a46
0.0004	1	DKFZP468M2312 protein	02df5b6a6cc2b8f7cef1075bbd1ba70f
0.0004	1	alpha/beta fold family hydrolase	002ed165a9e7444a7545ac42ac398e7d
0.0004	1	putative malate-2H(+)/Na(+)-lactate antiporter	02d915a76e3d09e4e1a0e33a3f705b67
0.0004	1	Mur ligase family protein	0363e6875ba0959761c657fa2b6b0f46
0.0004	1	putative translation elongation factor G	02745304384240135dbb3ef44e6cbb80
0.0004	1	sigma-54-dependent transcriptional regulator	0239eb092b6fa5afbd962c3d043e8d89
0.0004	1	anaerobic dimethyl sulfoxide reductase chain a	017638dac32381754074a4be9a03ae7b
0.0004	1	O-acetylhomoserine sulfhydrylase	03262b099609471f6d1f619137907b0f
0.0004	1	inner membrane protein YqiK	014890d9d75dbbbaca02dd87a950bbac
0.0004	1	UTP-glucose-1-phosphate uridylyltransferase	02cf04f8f44321e9372cd989b60952ba
0.0004	1	amidohydrolase 2	008b79766188af8c9fea0d897f876971
0.0004	1	DNA-directed RNA polymerase subunit gamma	00c1c8555226728ab7498495e79a6012
0.0004	1	alcohol dehydrogenas	036d6d7ab6b5e2623c1ae8aab403fb85
0.0004	1	regulator of the multidrug efflux pump PmrA	00d4ba965fa37805ed6eb39b60fac61f
0.0004	1	glutamate N-acetyltransferase/amino-acid acetyltransferase	018852f4591dc625051f9edd738468d9
0.0004	1	acyl-[acyl-carrier-protein]-UDP-N- acetylglucosamine O-acyltransferase	0074886188b1e381698779b8515b4ff1
0.0004	1	TonB-dependent receptor domain-containing protein	02e8062b4bdcb13e372902432e448c84
0.0004	1	alpha-glucosidase	027f6d18606fee4d651e92f3d99ad240
0.0004	1	DNA repair protein RecO	01a9fa3243797ff930038cd2c9a1b1fe
0.0004	1	aminopeptidase N	00454f760b74407cbd650cafea5c4b53
0.0004	1	peptide chain release factor 3	01d69d8b57913e07f0d98237f3b44564
0.0004	1	sporulation initiation inhibitor protein Soj	0182e8ed50255c045055053501c1d74c
0.0004	1	undecaprenyl diphosphate synthase	024b5d03c3fecef6b6b012f685c819f1
0.0004	1	bifunctional protein FolD	00633bfaa17a3933fc00ed2e6f56a990
0.0004	1	biotin synthase family transferase	0358c74ddede4e88fa0cd473e9dbe011
0.0004	1	DNA Topoisomerase II	00b78679b731856654537314682bf15f
0.0004	1	endonuclease	011fd2b1cd18ff99b085b6130d4b895b
0.0004	1	hydrogenase-4 component D	02dd5d0d27330908f99b76e5dc98ecbf
0.0004	1	(dimethylallyl)adenosine tRNA methylthiotransferase	01a806b5d21f6284b8ba36370f57edd4
0.0004	1	hydroxylamine reductase	01a878435810071c675425ab9b907552
0.0004	1	conjugate transposon TraE	022eee276939b845fe45357cf9dff3da
0.0004	1	homoserine kinase	015485e97c1b69f00f1113dd09eecb5f
0.0004	1	UDP-glucuronate 5''-epimerase	031eb4b893a01ef078e6e875eea5713f
0.0004	1	branched-chain amino acid ABC transporter ATP-binding protein	01c04baa91c50d0432cf10e950b514d3
0.0004	1	serum response factor (c-fos serum response element-binding transcription factor)-like	034aac5124594644f979c4e812e38eaa
0.0004	1	Thymidine kinase	00b28957e656bdcd549be93f880a3411
0.0004	1	outer membrane protein P2	017e0a3177026fb7c77e695672d1ca2d
0.0004	1	carbonic anhydrase/acetyltransferase	034fef564367d141a99e384482952d02
0.0004	1	sucrose-6-phosphate hydrolase (Sucrase) (Invertase)	02d3aca84f5e1828ea97f7024ac4dc26
0.0004	1	acetoin/	02e97ae0feb0a78fcc03457e3187080c
0.0004	1	two component hybrid sensor histidine kinase	007b62fe7d89072a12a67532f58403c7
0.0004	1	DEAD-box ATP-dependent RNA helicase CshA	00df9ec5c1f441e2883de839e4a38418
0.0004	1	histone-like DNA-binding protein	011d7aad4f61480df916a48e31e10d44
0.0004	1	addiction modul	0223a5409bc463f00a4583e8bdfef349
0.0004	1	malonate decarboxylase subunit beta	0076bbd5db92584e46f088a433736927
0.0004	1	ATP-dependent protease la	02615d6cdd9c3c97219f0459a3a3e1ea
0.0004	1	S1 RNA binding domain protein	027cd9f16e3a7e2ba682edfcad960a9d
0.0004	1	lipopolysaccharide biosynthesis protein	031b4857d307b46339c6c799631d6607
0.0004	1	possible ATPase	01ccd0ecccc96a20e369908e4b5e4c66
0.0004	1	GCN5-related N-acetyltransferase	023d044f1beb11651e149755946a18ee
0.0004	1	lipopolysaccharide kinase	01657bc93ef18abd6f2e78d470aaff68
0.0004	1	two-component response regulator variant	004c440165ba8b01b56b693c376490b8
0.0004	1	chromosome partitioning protein	02fa034b7df9de1203c32b1b24d3b3bd
0.0004	1	Coproporphyrinogen III oxidase	0275b7a0a2f069d617abf9a5b76ade76
0.0004	1	pyridoxal phosphate biosynthetic protein PdxJ	030629ff359ee51f45f6f3c22030e176
0.0004	1	bifunctional flagellar biosynthesis protein FliR/FlhB	0141c16a0a206d508287a70c8b99445c
0.0004	1	outer membrane protein TonB	00d092a35932ee854129895933d58643
0.0004	1	thiamine pyrophosphate protein domain protein TPP-binding	02441e55dc422956f5a90deac10358b6
0.0004	1	catalase	017aa4dea2678ca6bbb8556c0345b633
0.0004	1	predicted outer membrane porin protein	022b1be73d6845cd620a08416a36917c
0.0004	1	MraZ protein	00055bec22bccc38801787826de4df6d
0.0004	1	MmcQ family protein	024d6a7b03fadac4abf2985dbef34a53
0.0004	1	outer membrane porin HofQ	017f000777a7dd995b34803290a407ec
0.0004	1	elemen	01b4f93ecdecc0d1fadd32b835dd830c
0.0004	1	30S ribosomal protein S18P alanine acetyltransferase	01ac464bd39c715c05f8c98c0848517b
0.0004	1	putative Ech hydrogenas	000593240181d8d765f312372aa53e20
0.0004	1	phosphoglycerate mutas	032d5225b70797c2d3b3bdacc8645777
0.0004	1	Minor CTP synthase isozyme (see also URA7	01f600487033b609c76755ed8c44cfb1
0.0004	1	erythrose 4-phosphate dehydrogenase	00db4d0027a388e942d2677cb83cdfaa
0.0004	1	SSU ribosomal protein s12p methylthiotransferase	02e133d0a79715d3ba293731a73aa652
0.0004	1	hydroxymethylglutaryl-CoA reductase	020c726cb2f3e4744689d2360df018a7
0.0004	1	glucosamine-6-phosphate isomerase	0357ef7b202c304b40a3b4642540efc5
0.0004	1	phosphotransferase system PTS protein	00d1ceea3e5cd02a24ef39db1b27b62e
0.0004	1	site-specific DNA-methyltransferase (adenine-specific)	00f7075dbdeea7eba9c1f368c1f0fb6b
0.0004	1	phage portal protei	00bfd268d9914edbae5b4885d8a9b666
0.0004	1	nucleoside recognition domain-containing protein	01742b45ce9b9922ba4f5570f5dec29c
0.0004	1	aromatic amino acid aminotransferase	01a55763ae08e4f2a738871ab6a7d55b
0.0004	1	nucleoside transport protein	00b62c114ca866235b0948151d43df22
0.0004	1	anthranilate phosphoribosyltransferase	00f3cb0d90cf19a921a6c7afc012aba7
0.0004	1	beta-ketothiolase	006039ead809de3fb2e6ad4cc33616b0
0.0004	1	endo-beta-N-acetylglucosaminidase F1	0134b9dadef0155330caa8175c235d29
0.0004	1	cAMP phosphodiesterase	02fd14dcc7ea16f0aa75205c21fe3ce0
0.0004	1	ATP-dependent DNA helicas	00b042598ed0e29b6bf27977b7701f64
0.0004	1	glucose/galactose transporter	01821c1aeb3acdd9e2bf67c8eca70849
0.0004	1	imidazoleglycerol-phosphate dehydratase (IGPD)	037b288c50a9117379128aed28ed9041
0.0004	1	Transcriptional regulato	01ef8d70d4894b99a950cedf5d3431fd
0.0004	1	Fe3+ ABC transporter	0099b9a77ed9146ba87a7a1e14da5476
0.0004	1	pili biogenesis protein PilT-like ATPase	00fcfda842c4912504192355e96b7e17
0.0004	1	beta-glucoside-specific PTS system IIABC component	004b766c0fffc2087bd864112b889a84
0.0004	1	semaphorin-3C precursor	0001c4ad0f86ec74101011fe302e765c
0.0004	1	malonate transporte	033253113d728578481c70bac106eae3
0.0004	1	glycine dehydrogenase subunit 2	00d511e32ba8d1ac7965638f8a2b01d3
0.0004	1	ADP-ribosylation factor 2	0132f660200a436660ce6fa23464da64
0.0004	1	3-deoxy-manno-octulosonate cytidylyltransferase	005498bf1dfc1214850441e498ce798e
0.0004	1	30S ribosomal protein S14	01965769c5981b9436f5d69dbba39b76
0.0004	1	histidine kinase	037ac5019ce51d78fe125dccb958fde5
0.0004	1	putative acetyltransferase protein	01c8bb09b61deec67358eb64e307fc82
0.0004	1	putative sugar transport protein	01d217d62eff13a4d6daa7d6dae036d6
0.0004	1	tRNA(5-methylaminomethyl-2-thiouridylate)-methyl transferase	00ab1d944d0b40e415b3cdf5ea6d078d
0.0004	1	ferrous iron transport protein B (feoB-2)	0113ff4081e2096ee33ff8a305781d19
0.0004	1	putative signaling protein	022cc6280ea10162ca981dabe380fc98
0.0004	1	MFS family major facilitator transporte	00cc2643d330e91db2c2027778b323cf
0.0004	1	urease alpha subunit	01b611f56de91fc7b6ea907b1d6fc109
0.0004	1	(glutamate--ammonia-ligase) adenylyltransferase	028811e84a80ac95489e296536f04ed1
0.0004	1	UDP-3-O-(3-hydroxymyristoyl) glucosamine N- acyltransferase	002aee79396ba9ac428e88b6eee58683
0.0004	1	ribonucleas	027a2b72c3074425757065571124336e
0.0004	1	ABC-type polar amino acid transport system	002850d3369e31af13a4369e8aa5d478
0.0004	1	Protein of unknown functio	02a1259cac119e9282f1adfeae907e25
0.0004	1	thioesterase family protein	02b55a63df452d94d423e7d57808f26a
0.0004	1	queuine tRNA-ribosyltransferase	0133d7032f9f68f255e1a68ed4255ed1
0.0004	1	isopropylmalate isomerase large subunit	021c1b4a7fd2924a59543d39930d962a
0.0004	1	glucose-1-phosphate thymidylyltransferase	0308213749a39e67d6c4c09eef7354bc
0.0004	1	Tripartite ATP-independent periplasmic transporter DctQ component	02880b969dc44161acbfc315da2d640a
0.0004	1	vacuolar protein sorting-associated protein 41 homolog isoform 1	035a19bed398acc1cbf53c8df0e52eb1
0.0004	1	indole-3-glycerol-phosphate synthase	001a94f73e6b804777aaaa1eabcb7fce
0.0004	1	tyrosine binding protein	026d0305895ff56956179252c29b8c65
0.0004	1	aspartate 4-decarboxylase	00af92c209aa996797a3c7baf504f7a9
0.0004	1	putative thioredoxin reductase	01ba97b1e8a11e67b44065cec97fad80
0.0004	1	prolipoprotein diacylglyceryl transferase	0071acb1bc3a119a1e90ebf897455325
0.0004	1	PTS family porter	0161369963720c0ba194ced67462ec1a
0.0004	1	Bacitracin resistance protein BacA	000b716b1629290a94a302c06cc91bef
0.0004	1	K+ potassium transporter	01f0b717e18025af4a685fd6d2a38d51
0.0004	1	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	01b9dfb622539279c7fafd8b93fbb91c
0.0004	1	putative stage 0 sporulation protein J	008545f721943f3d7c04a2111a02c5a5
0.0004	1	ABC-2 type transporter	024785a0df64beda4cf4be4556facfee
0.0004	1	pyruvate carboxylase	036cd90f2bac99b45525653c6c8a19cd
0.0004	1	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	0112355e95580850e850772dc994f7d4
0.0004	1	ribose-5-phosphate isomerase A	00557bd3cca645e248635fb17bd08ed7
0.0004	1	KLTH0E16544p	032826fc30a2cfd92bcc9f6aa4cf5a9e
0.0004	1	Fe-S cluster domain-containing protein	01fe58ae56a6ddf5e5d3afa24294a9ad
0.0004	1	NADH:flavin oxidoreductase	0014ffb4b0dbe581451adcea7dc8b10b
0.0004	1	DNA-binding transcriptional activato	00a82d6c6e0d7f1ab456ff684a37cabf
0.0004	1	Ferredoxin--NADP(+) reductase	025b95102810156632ef0b80b2ebdd13
0.0004	1	16S rRNA-processing protein RimM	0160cd3a47d47d5d68b782f7c777349c
0.0004	1	putative deoxyguanosinetriphosphate triphosphohydrolase	02cfba583f2eeb2cbcd160f076422d23
0.0004	1	sodium-driven chloride bicarbonate exchanger isoform 2	018f24a71d42b2ccb1090a1065d5f9e5
0.0004	1	putative regulatory endoribonuclease	02998657f0ee423a571760d3abe0afc2
0.0004	1	RsmD family RNA methyltransferase	0219ae7a056a20174aff94796898da0a
0.0004	1	Non-specific serine/threonine protein kinase	02c4dfe83b5673c7e4ae63239e9ad29d
0.0004	1	carbohydrate kinas	015a4306183863fc686dfa04a15bb3b5
0.0004	1	multidrug efflux periplasmic linker protein BpeA	01051bed14d6f4398c6990af584e887e
0.0004	1	abc transporte	0305d979baf47f23af066ba60ed7dff7
0.0004	1	putative transposas	020210778ccbd13928d456b6f8c4d286
0.0004	1	Hydroxypyruvate reductas	033e82c0e916e2c4184025c972583ded
0.0004	1	ribonuclease HIII	0191f0a7f24cb21fca05b9dccc012cc0
0.0004	1	type IIS restriction enzyme R protein	0196d579a5285aa641682934b389d2b0
0.0004	1	pneumococcal surface protein A	0331f9f51e62d7c2493af997f7e76927
0.0004	1	putative transcriptional accessory protein	030349a954c43d4d8b058fd7d50ed7ab
0.0004	1	sugar kinas	01554110524194c008132636f4c8c713
0.0004	1	phosphoribosylamine--glycine ligase	006624c5adf5314a96ebed90cf85b53b
0.0004	1	UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase	036ee7f5d7a8ae55e1a20bf5a91ec91d
0.0004	1	anaerobic sulfite reductase subunit C	0358d6981e7b22d04ed6abf37fe10a55
0.0004	1	acetyl-CoA C-acyltransferase	03360324826d90b66c6b530da2d1692b
0.0004	1	Cytochrome d ubiquinol oxidas	02f42b0202285efec364e0bf72a419bb
0.0004	1	cobalamin biosynthesis protein cbid	009d4e5597c57e8f96cc8a00adc5aae3
0.0004	1	E1-E2 family cation-transporting ATPase	026056c14921ad1fde96ac9c62cd7c82
0.0004	1	general secretion pathway protein E	001b45c2f62c323cbdf70055a8445b85
0.0004	1	putative glutamate synthase (NADPH) small subunit	022e5cca8463315bd08d38b3cabc7fea
0.0004	1	toxin secretion/phage lysis holin	01455acedf3e5da21d8b3ffc16849562
0.0004	1	Porphobilinogen synthase	0196cdb93c8298a8d400d6e8a9bfcad0
0.0004	1	proline iminopeptidase	022075f096e5916eef3fa4d3bf18805c
0.0004	1	RNA-metabolising metallo-beta-lactamase	009fcfd59fb93463cc5699e5d3c3dd38
0.0004	1	NAD-dependent deacetylase	02d8c03e39a07609d5efe65f66751651
0.0004	1	nickel-iron hydrogenas	001417367a28b1e699bbd10700f9cedf
0.0004	1	ribosomal protein L1	0064304c93a0c958275805004122e6c7
0.0004	1	ribosomal protein L3	01dcffd91ce5792cf019ece995c37661
0.0004	1	urocanate hydratase	00a43101c4dbe57f61f41f71cf73226e
0.0004	1	predicted voltage-gated chloride channel	00c4d57bc5e9bcf30330a03ed4374c0b
0.0004	1	dihydroorotate dehydrogenase electron transfer subunit	0029f13879cb4a3617478ac1389f3b09
0.0004	1	CDP-diglyceride synthase	00500d5db22718ff606add5a5fe94287
0.0004	1	phosphoenolpyruvate synthase	035a9ea61280ee82810a076b75b422fa
0.0004	1	xanthine permease	0117a059638e08e0fbc938699c48dbf8
0.0004	1	recombination protein F	01bc5c7eeab6205a0306311fd7b4f9df
0.0004	1	manganese transport protein MntH	008c1a9183784c07d8f5c7625303187c
0.0004	1	hydrogenase 4 subunit	021914bac448f800d3d5beaedeb94332
0.0004	1	beta-lactamase domain protein	009f0471f12823e460e8b57a8aacc526
0.0004	1	similar to Actin-87E isoform 1	022b37f9bc4756868dac32786a0e2a86
0.0004	1	Acetyl-CoA carboxylase carboxyl transferas	0250a56f417ab273caa0479b5e39923a
0.0004	1	butyrate--acetoacetate CoA-transferase subunit B	029982b833db86618ba198e41c1585a2
0.0004	1	aminotransferase class I and II domain-containing protein	019ceee1e74fe68ca60cc0280a17eca1
0.0004	1	copper-exporting ATPase	033996bb3601f3597174a94aaa1aa20f
0.0004	1	twitching motility protein	0033b691ca5c1ab32481831249925ad9
0.0004	1	tRNA modification enzym	013df87d5a6dc05b92d8b102489196f4
